date,GEHC,isPartial
2010-04-03,0,False
2010-04-04,0,False
2010-04-05,0,False
2010-04-06,0,False
2010-04-07,0,False
2010-04-08,0,False
2010-04-09,0,False
2010-04-10,0,False
2010-04-11,0,False
2010-04-12,0,False
2010-04-13,0,False
2010-04-14,0,False
2010-04-15,0,False
2010-04-16,0,False
2010-04-17,0,False
2010-04-18,0,False
2010-04-19,0,False
2010-04-20,0,False
2010-04-21,0,False
2010-04-22,0,False
2010-04-23,0,False
2010-04-24,0,False
2010-04-25,0,False
2010-04-26,0,False
2010-04-27,0,False
2010-04-28,0,False
2010-04-29,0,False
2010-04-30,0,False
2010-05-01,0,False
2010-05-02,0,False
2010-05-03,0,False
2010-05-04,0,False
2010-05-05,0,False
2010-05-06,0,False
2010-05-07,0,False
2010-05-08,0,False
2010-05-09,0,False
2010-05-10,0,False
2010-05-11,0,False
2010-05-12,0,False
2010-05-13,0,False
2010-05-14,0,False
2010-05-15,0,False
2010-05-16,0,False
2010-05-17,0,False
2010-05-18,0,False
2010-05-19,0,False
2010-05-20,0,False
2010-05-21,0,False
2010-05-22,0,False
2010-05-23,0,False
2010-05-24,0,False
2010-05-25,0,False
2010-05-26,0,False
2010-05-27,0,False
2010-05-28,0,False
2010-05-29,0,False
2010-05-30,0,False
2010-05-31,0,False
2010-06-01,0,False
2010-06-02,0,False
2010-06-03,0,False
2010-06-04,0,False
2010-06-05,0,False
2010-06-06,0,False
2010-06-07,0,False
2010-06-08,0,False
2010-06-09,0,False
2010-06-10,0,False
2010-06-11,0,False
2010-06-12,0,False
2010-06-13,0,False
2010-06-14,0,False
2010-06-15,0,False
2010-06-16,0,False
2010-06-17,0,False
2010-06-18,0,False
2010-06-19,0,False
2010-06-20,0,False
2010-06-21,0,False
2010-06-22,0,False
2010-06-23,0,False
2010-06-24,0,False
2010-06-25,0,False
2010-06-26,0,False
2010-06-27,0,False
2010-06-28,0,False
2010-06-29,0,False
2010-06-30,0,False
2010-07-01,0,False
2010-07-02,0,False
2010-07-03,0,False
2010-07-04,0,False
2010-07-05,0,False
2010-07-06,0,False
2010-07-07,0,False
2010-07-08,0,False
2010-07-09,0,False
2010-07-10,0,False
2010-07-11,0,False
2010-07-12,0,False
2010-07-13,0,False
2010-07-14,0,False
2010-07-15,0,False
2010-07-16,0,False
2010-07-17,0,False
2010-07-18,0,False
2010-07-19,0,False
2010-07-20,0,False
2010-07-21,0,False
2010-07-22,0,False
2010-07-23,0,False
2010-07-24,0,False
2010-07-25,0,False
2010-07-26,0,False
2010-07-27,0,False
2010-07-28,0,False
2010-07-29,0,False
2010-07-30,0,False
2010-07-31,0,False
2010-08-01,0,False
2010-08-02,0,False
2010-08-03,0,False
2010-08-04,0,False
2010-08-05,0,False
2010-08-06,0,False
2010-08-07,0,False
2010-08-08,0,False
2010-08-09,0,False
2010-08-10,0,False
2010-08-11,0,False
2010-08-12,0,False
2010-08-13,0,False
2010-08-14,0,False
2010-08-15,0,False
2010-08-16,0,False
2010-08-17,0,False
2010-08-18,0,False
2010-08-19,0,False
2010-08-20,0,False
2010-08-21,0,False
2010-08-22,0,False
2010-08-23,0,False
2010-08-24,0,False
2010-08-25,0,False
2010-08-26,0,False
2010-08-27,0,False
2010-08-28,0,False
2010-08-29,0,False
2010-08-30,0,False
2010-08-31,0,False
2010-09-01,0,False
2010-09-02,0,False
2010-09-03,0,False
2010-09-04,0,False
2010-09-05,0,False
2010-09-06,0,False
2010-09-07,0,False
2010-09-08,0,False
2010-09-09,0,False
2010-09-10,0,False
2010-09-11,0,False
2010-09-12,0,False
2010-09-13,0,False
2010-09-14,0,False
2010-09-15,0,False
2010-09-16,0,False
2010-09-17,0,False
2010-09-18,0,False
2010-09-19,0,False
2010-09-20,0,False
2010-09-21,0,False
2010-09-22,0,False
2010-09-23,0,False
2010-09-24,0,False
2010-09-25,0,False
2010-09-26,0,False
2010-09-27,0,False
2010-09-28,100,False
2010-09-29,0,False
2010-09-30,0,False
2010-10-01,0,False
2010-10-02,0,False
2010-10-03,0,False
2010-10-04,0,False
2010-10-05,0,False
2010-10-06,0,False
2010-10-07,0,False
2010-10-08,0,False
2010-10-09,0,False
2010-10-10,0,False
2010-10-11,0,False
2010-10-12,0,False
2010-10-13,0,False
2010-10-14,0,False
2010-10-15,0,False
2010-10-16,0,False
2010-10-17,0,False
2010-10-18,0,False
2010-10-19,0,False
2010-10-20,0,False
2010-10-21,0,False
2010-10-22,0,False
2010-10-23,0,False
2010-10-24,0,False
2010-10-25,0,False
2010-10-26,0,False
2010-10-27,0,False
2010-10-28,0,False
2010-10-29,0,False
2010-10-30,0,False
2010-10-31,0,False
2010-11-01,0,False
2010-11-02,0,False
2010-11-03,0,False
2010-11-04,0,False
2010-11-05,0,False
2010-11-06,0,False
2010-11-07,0,False
2010-11-08,0,False
2010-11-09,0,False
2010-11-10,0,False
2010-11-11,0,False
2010-11-12,0,False
2010-11-13,0,False
2010-11-14,0,False
2010-11-15,0,False
2010-11-16,0,False
2010-11-17,0,False
2010-11-18,0,False
2010-11-19,0,False
2010-11-20,0,False
2010-11-21,0,False
2010-11-22,0,False
2010-11-23,0,False
2010-11-24,0,False
2010-11-25,0,False
2010-11-26,0,False
2010-11-27,0,False
2010-11-28,0,False
2010-11-29,0,False
2010-11-30,0,False
2010-12-01,0,False
2010-12-02,0,False
2010-12-03,0,False
2010-12-04,0,False
2010-12-05,0,False
2010-12-06,0,False
2010-12-07,0,False
2010-12-08,0,False
2010-12-09,0,False
2010-12-10,0,False
2010-12-11,0,False
2010-12-12,0,False
2010-12-13,0,False
2010-12-14,0,False
2010-12-15,0,False
2010-12-16,0,False
2010-12-17,0,False
2010-12-18,0,False
2010-12-19,0,False
2010-12-20,0,False
2010-12-21,0,False
2010-12-22,0,False
2010-12-23,0,False
2010-12-24,0,False
2010-12-25,0,False
2010-12-26,0,False
2010-12-27,0,False
2010-12-28,0,False
2010-12-29,0,False
2010-12-30,0,False
2010-12-31,0,False
2012-07-01,0,False
2012-07-02,0,False
2012-07-03,0,False
2012-07-04,0,False
2012-07-05,0,False
2012-07-06,0,False
2012-07-07,0,False
2012-07-08,0,False
2012-07-09,0,False
2012-07-10,0,False
2012-07-11,0,False
2012-07-12,0,False
2012-07-13,0,False
2012-07-14,0,False
2012-07-15,0,False
2012-07-16,0,False
2012-07-17,0,False
2012-07-18,0,False
2012-07-19,0,False
2012-07-20,0,False
2012-07-21,0,False
2012-07-22,0,False
2012-07-23,0,False
2012-07-24,0,False
2012-07-25,0,False
2012-07-26,0,False
2012-07-27,0,False
2012-07-28,0,False
2012-07-29,0,False
2012-07-30,0,False
2012-07-31,0,False
2012-08-01,0,False
2012-08-02,0,False
2012-08-03,0,False
2012-08-04,0,False
2012-08-05,0,False
2012-08-06,0,False
2012-08-07,0,False
2012-08-08,0,False
2012-08-09,0,False
2012-08-10,0,False
2012-08-11,0,False
2012-08-12,0,False
2012-08-13,0,False
2012-08-14,0,False
2012-08-15,0,False
2012-08-16,0,False
2012-08-17,0,False
2012-08-18,0,False
2012-08-19,0,False
2012-08-20,0,False
2012-08-21,0,False
2012-08-22,0,False
2012-08-23,0,False
2012-08-24,0,False
2012-08-25,0,False
2012-08-26,0,False
2012-08-27,0,False
2012-08-28,0,False
2012-08-29,0,False
2012-08-30,0,False
2012-08-31,0,False
2012-09-01,0,False
2012-09-02,0,False
2012-09-03,0,False
2012-09-04,0,False
2012-09-05,0,False
2012-09-06,0,False
2012-09-07,0,False
2012-09-08,0,False
2012-09-09,0,False
2012-09-10,0,False
2012-09-11,0,False
2012-09-12,0,False
2012-09-13,100,False
2012-09-14,0,False
2012-09-15,0,False
2012-09-16,0,False
2012-09-17,0,False
2012-09-18,0,False
2012-09-19,0,False
2012-09-20,0,False
2012-09-21,0,False
2012-09-22,0,False
2012-09-23,0,False
2012-09-24,0,False
2012-09-25,0,False
2012-09-26,0,False
2012-09-27,0,False
2012-09-28,0,False
2012-09-29,0,False
2012-09-30,0,False
2012-10-01,0,False
2012-10-02,0,False
2012-10-03,0,False
2012-10-04,0,False
2012-10-05,0,False
2012-10-06,0,False
2012-10-07,0,False
2012-10-08,0,False
2012-10-09,0,False
2012-10-10,0,False
2012-10-11,87,False
2012-10-12,0,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,0,False
2012-10-16,0,False
2012-10-17,0,False
2012-10-18,0,False
2012-10-19,0,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,0,False
2012-10-23,0,False
2012-10-24,0,False
2012-10-25,91,False
2012-10-26,0,False
2012-10-27,0,False
2012-10-28,0,False
2012-10-29,0,False
2012-10-30,0,False
2012-10-31,0,False
2012-11-01,0,False
2012-11-02,0,False
2012-11-03,0,False
2012-11-04,0,False
2012-11-05,0,False
2012-11-06,0,False
2012-11-07,0,False
2012-11-08,0,False
2012-11-09,0,False
2012-11-10,0,False
2012-11-11,0,False
2012-11-12,0,False
2012-11-13,0,False
2012-11-14,0,False
2012-11-15,0,False
2012-11-16,0,False
2012-11-17,0,False
2012-11-18,0,False
2012-11-19,0,False
2012-11-20,0,False
2012-11-21,0,False
2012-11-22,0,False
2012-11-23,0,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,0,False
2012-11-27,0,False
2012-11-28,0,False
2012-11-29,0,False
2012-11-30,0,False
2012-12-01,0,False
2012-12-02,0,False
2012-12-03,0,False
2012-12-04,0,False
2012-12-05,0,False
2012-12-06,0,False
2012-12-07,0,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,0,False
2012-12-11,0,False
2012-12-12,0,False
2012-12-13,0,False
2012-12-14,0,False
2012-12-15,0,False
2012-12-16,0,False
2012-12-17,0,False
2012-12-18,0,False
2012-12-19,0,False
2012-12-20,0,False
2012-12-21,0,False
2012-12-22,0,False
2012-12-23,0,False
2012-12-24,0,False
2012-12-25,0,False
2012-12-26,0,False
2012-12-27,0,False
2012-12-28,0,False
2012-12-29,0,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,0,False
2013-01-02,0,False
2013-01-03,0,False
2013-01-04,0,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,0,False
2013-01-08,0,False
2013-01-09,0,False
2013-01-10,0,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,0,False
2013-01-15,0,False
2013-01-16,0,False
2013-01-17,0,False
2013-01-18,0,False
2013-01-19,0,False
2013-01-20,0,False
2013-01-21,0,False
2013-01-22,0,False
2013-01-23,0,False
2013-01-24,0,False
2013-01-25,0,False
2013-01-26,0,False
2013-01-27,0,False
2013-01-28,0,False
2013-01-29,0,False
2013-01-30,0,False
2013-01-31,0,False
2013-02-01,0,False
2013-02-02,0,False
2013-02-03,0,False
2013-02-04,0,False
2013-02-05,0,False
2013-02-06,0,False
2013-02-07,0,False
2013-02-08,0,False
2013-02-09,0,False
2013-02-10,0,False
2013-02-11,0,False
2013-02-12,0,False
2013-02-13,0,False
2013-02-14,0,False
2013-02-15,0,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,0,False
2013-02-19,0,False
2013-02-20,0,False
2013-02-21,0,False
2013-02-22,0,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,0,False
2013-02-26,0,False
2013-02-27,0,False
2013-02-28,0,False
2013-03-01,0,False
2013-03-02,0,False
2013-03-03,0,False
2013-03-04,0,False
2013-03-05,0,False
2013-03-06,0,False
2013-03-07,0,False
2013-03-08,0,False
2013-03-09,0,False
2013-03-10,0,False
2013-03-11,0,False
2013-03-12,0,False
2013-03-13,0,False
2013-03-14,0,False
2013-03-15,0,False
2013-03-16,0,False
2013-03-17,0,False
2013-03-18,100,False
2013-03-19,0,False
2013-03-20,0,False
2013-03-21,0,False
2013-03-22,0,False
2013-03-23,0,False
2013-03-24,0,False
2013-03-25,0,False
2013-03-26,0,False
2013-03-27,0,False
2013-03-28,0,False
2013-03-29,0,False
2013-03-30,80,False
2013-03-31,0,False
2013-04-01,0,False
2013-04-02,0,False
2013-04-03,0,False
2013-04-04,0,False
2013-04-05,0,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,0,False
2013-04-09,0,False
2013-04-10,0,False
2013-04-11,0,False
2013-04-12,0,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,0,False
2013-04-16,0,False
2013-04-17,0,False
2013-04-18,0,False
2013-04-19,0,False
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,0,False
2013-04-23,0,False
2013-04-24,0,False
2013-04-25,0,False
2013-04-26,0,False
2013-04-27,0,False
2013-04-28,0,False
2013-04-29,0,False
2013-04-30,0,False
2013-05-01,0,False
2013-05-02,0,False
2013-05-03,0,False
2013-05-04,0,False
2013-05-05,0,False
2013-05-06,0,False
2013-05-07,0,False
2013-05-08,0,False
2013-05-09,0,False
2013-05-10,0,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,0,False
2013-05-14,0,False
2013-05-15,0,False
2013-05-16,0,False
2013-05-17,0,False
2013-05-18,0,False
2013-05-19,0,False
2013-05-20,0,False
2013-05-21,0,False
2013-05-22,0,False
2013-05-23,0,False
2013-05-24,0,False
2013-05-25,0,False
2013-05-26,0,False
2013-05-27,0,False
2013-05-28,0,False
2013-05-29,0,False
2013-05-30,0,False
2013-05-31,0,False
2013-06-01,0,False
2013-06-02,0,False
2013-06-03,0,False
2013-06-04,0,False
2013-06-05,0,False
2013-06-06,0,False
2013-06-07,0,False
2013-06-08,0,False
2013-06-09,0,False
2013-06-10,0,False
2013-06-11,0,False
2013-06-12,0,False
2013-06-13,0,False
2013-06-14,0,False
2013-06-15,0,False
2013-06-16,0,False
2013-06-17,0,False
2013-06-18,0,False
2013-06-19,0,False
2013-06-20,0,False
2013-06-21,0,False
2013-06-22,0,False
2013-06-23,0,False
2013-06-24,0,False
2013-06-25,0,False
2013-06-26,0,False
2013-06-27,0,False
2013-06-28,0,False
2013-06-29,0,False
2013-06-30,0,False
2014-07-01,0,False
2014-07-02,0,False
2014-07-03,0,False
2014-07-04,0,False
2014-07-05,0,False
2014-07-06,0,False
2014-07-07,0,False
2014-07-08,0,False
2014-07-09,0,False
2014-07-10,0,False
2014-07-11,0,False
2014-07-12,0,False
2014-07-13,0,False
2014-07-14,0,False
2014-07-15,0,False
2014-07-16,0,False
2014-07-17,0,False
2014-07-18,0,False
2014-07-19,0,False
2014-07-20,0,False
2014-07-21,0,False
2014-07-22,0,False
2014-07-23,0,False
2014-07-24,0,False
2014-07-25,0,False
2014-07-26,0,False
2014-07-27,0,False
2014-07-28,0,False
2014-07-29,0,False
2014-07-30,0,False
2014-07-31,0,False
2014-08-01,0,False
2014-08-02,0,False
2014-08-03,0,False
2014-08-04,0,False
2014-08-05,0,False
2014-08-06,0,False
2014-08-07,0,False
2014-08-08,0,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,0,False
2014-08-12,0,False
2014-08-13,0,False
2014-08-14,0,False
2014-08-15,0,False
2014-08-16,0,False
2014-08-17,0,False
2014-08-18,0,False
2014-08-19,0,False
2014-08-20,0,False
2014-08-21,0,False
2014-08-22,0,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,0,False
2014-08-26,0,False
2014-08-27,0,False
2014-08-28,0,False
2014-08-29,0,False
2014-08-30,100,False
2014-08-31,0,False
2014-09-01,0,False
2014-09-02,0,False
2014-09-03,0,False
2014-09-04,0,False
2014-09-05,0,False
2014-09-06,0,False
2014-09-07,0,False
2014-09-08,0,False
2014-09-09,0,False
2014-09-10,0,False
2014-09-11,0,False
2014-09-12,0,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,0,False
2014-09-16,0,False
2014-09-17,0,False
2014-09-18,0,False
2014-09-19,0,False
2014-09-20,0,False
2014-09-21,0,False
2014-09-22,0,False
2014-09-23,0,False
2014-09-24,0,False
2014-09-25,0,False
2014-09-26,0,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,0,False
2014-09-30,0,False
2014-10-01,0,False
2014-10-02,0,False
2014-10-03,0,False
2014-10-04,0,False
2014-10-05,0,False
2014-10-06,0,False
2014-10-07,0,False
2014-10-08,0,False
2014-10-09,0,False
2014-10-10,0,False
2014-10-11,0,False
2014-10-12,0,False
2014-10-13,0,False
2014-10-14,0,False
2014-10-15,0,False
2014-10-16,0,False
2014-10-17,0,False
2014-10-18,0,False
2014-10-19,0,False
2014-10-20,0,False
2014-10-21,0,False
2014-10-22,0,False
2014-10-23,0,False
2014-10-24,0,False
2014-10-25,0,False
2014-10-26,0,False
2014-10-27,0,False
2014-10-28,0,False
2014-10-29,0,False
2014-10-30,0,False
2014-10-31,0,False
2014-11-01,0,False
2014-11-02,0,False
2014-11-03,0,False
2014-11-04,0,False
2014-11-05,0,False
2014-11-06,0,False
2014-11-07,0,False
2014-11-08,0,False
2014-11-09,0,False
2014-11-10,0,False
2014-11-11,0,False
2014-11-12,0,False
2014-11-13,0,False
2014-11-14,0,False
2014-11-15,0,False
2014-11-16,0,False
2014-11-17,0,False
2014-11-18,0,False
2014-11-19,0,False
2014-11-20,0,False
2014-11-21,0,False
2014-11-22,0,False
2014-11-23,0,False
2014-11-24,0,False
2014-11-25,0,False
2014-11-26,0,False
2014-11-27,0,False
2014-11-28,0,False
2014-11-29,0,False
2014-11-30,0,False
2014-12-01,0,False
2014-12-02,0,False
2014-12-03,0,False
2014-12-04,0,False
2014-12-05,0,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,0,False
2014-12-09,0,False
2014-12-10,0,False
2014-12-11,0,False
2014-12-12,0,False
2014-12-13,0,False
2014-12-14,0,False
2014-12-15,0,False
2014-12-16,0,False
2014-12-17,0,False
2014-12-18,0,False
2014-12-19,0,False
2014-12-20,0,False
2014-12-21,0,False
2014-12-22,0,False
2014-12-23,0,False
2014-12-24,0,False
2014-12-25,0,False
2014-12-26,79,False
2014-12-27,0,False
2014-12-28,0,False
2014-12-29,0,False
2014-12-30,0,False
2014-12-31,0,False
2015-01-01,0,False
2015-01-02,100,False
2015-01-03,0,False
2015-01-04,0,False
2015-01-05,0,False
2015-01-06,0,False
2015-01-07,0,False
2015-01-08,0,False
2015-01-09,0,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,0,False
2015-01-14,0,False
2015-01-15,0,False
2015-01-16,0,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,0,False
2015-01-22,0,False
2015-01-23,0,False
2015-01-24,0,False
2015-01-25,0,False
2015-01-26,0,False
2015-01-27,0,False
2015-01-28,0,False
2015-01-29,0,False
2015-01-30,0,False
2015-01-31,0,False
2015-02-01,0,False
2015-02-02,0,False
2015-02-03,0,False
2015-02-04,0,False
2015-02-05,0,False
2015-02-06,0,False
2015-02-07,0,False
2015-02-08,0,False
2015-02-09,0,False
2015-02-10,0,False
2015-02-11,0,False
2015-02-12,0,False
2015-02-13,0,False
2015-02-14,0,False
2015-02-15,0,False
2015-02-16,0,False
2015-02-17,0,False
2015-02-18,0,False
2015-02-19,0,False
2015-02-20,0,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,0,False
2015-02-24,0,False
2015-02-25,0,False
2015-02-26,0,False
2015-02-27,0,False
2015-02-28,0,False
2015-03-01,0,False
2015-03-02,0,False
2015-03-03,0,False
2015-03-04,0,False
2015-03-05,0,False
2015-03-06,0,False
2015-03-07,0,False
2015-03-08,0,False
2015-03-09,0,False
2015-03-10,0,False
2015-03-11,0,False
2015-03-12,0,False
2015-03-13,0,False
2015-03-14,0,False
2015-03-15,0,False
2015-03-16,0,False
2015-03-17,0,False
2015-03-18,0,False
2015-03-19,0,False
2015-03-20,0,False
2015-03-21,0,False
2015-03-22,0,False
2015-03-23,0,False
2015-03-24,0,False
2015-03-25,0,False
2015-03-26,0,False
2015-03-27,0,False
2015-03-28,0,False
2015-03-29,0,False
2015-03-30,0,False
2015-03-31,0,False
2015-04-01,0,False
2015-04-02,0,False
2015-04-03,0,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,0,False
2015-04-07,0,False
2015-04-08,0,False
2015-04-09,0,False
2015-04-10,0,False
2015-04-11,0,False
2015-04-12,0,False
2015-04-13,0,False
2015-04-14,0,False
2015-04-15,0,False
2015-04-16,0,False
2015-04-17,0,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,0,False
2015-04-21,0,False
2015-04-22,0,False
2015-04-23,0,False
2015-04-24,0,False
2015-04-25,0,False
2015-04-26,0,False
2015-04-27,0,False
2015-04-28,0,False
2015-04-29,0,False
2015-04-30,0,False
2015-05-01,0,False
2015-05-02,0,False
2015-05-03,0,False
2015-05-04,0,False
2015-05-05,0,False
2015-05-06,0,False
2015-05-07,0,False
2015-05-08,0,False
2015-05-09,0,False
2015-05-10,0,False
2015-05-11,0,False
2015-05-12,0,False
2015-05-13,0,False
2015-05-14,0,False
2015-05-15,0,False
2015-05-16,0,False
2015-05-17,0,False
2015-05-18,0,False
2015-05-19,0,False
2015-05-20,0,False
2015-05-21,0,False
2015-05-22,0,False
2015-05-23,0,False
2015-05-24,0,False
2015-05-25,0,False
2015-05-26,0,False
2015-05-27,0,False
2015-05-28,0,False
2015-05-29,0,False
2015-05-30,0,False
2015-05-31,0,False
2015-06-01,0,False
2015-06-02,0,False
2015-06-03,0,False
2015-06-04,0,False
2015-06-05,0,False
2015-06-06,0,False
2015-06-07,0,False
2015-06-08,0,False
2015-06-09,0,False
2015-06-10,0,False
2015-06-11,0,False
2015-06-12,0,False
2015-06-13,0,False
2015-06-14,0,False
2015-06-15,0,False
2015-06-16,0,False
2015-06-17,0,False
2015-06-18,0,False
2015-06-19,0,False
2015-06-20,0,False
2015-06-21,0,False
2015-06-22,0,False
2015-06-23,0,False
2015-06-24,0,False
2015-06-25,0,False
2015-06-26,0,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,0,False
2015-06-30,0,False
2016-01-01,0,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,0,False
2016-01-05,0,False
2016-01-06,0,False
2016-01-07,0,False
2016-01-08,0,False
2016-01-09,0,False
2016-01-10,0,False
2016-01-11,0,False
2016-01-12,0,False
2016-01-13,0,False
2016-01-14,0,False
2016-01-15,0,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,0,False
2016-01-19,0,False
2016-01-20,0,False
2016-01-21,0,False
2016-01-22,0,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,0,False
2016-01-26,0,False
2016-01-27,0,False
2016-01-28,0,False
2016-01-29,0,False
2016-01-30,0,False
2016-01-31,0,False
2016-02-01,0,False
2016-02-02,0,False
2016-02-03,0,False
2016-02-04,0,False
2016-02-05,0,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,0,False
2016-02-09,0,False
2016-02-10,0,False
2016-02-11,0,False
2016-02-12,0,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,0,False
2016-02-17,0,False
2016-02-18,0,False
2016-02-19,0,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,0,False
2016-02-23,0,False
2016-02-24,0,False
2016-02-25,0,False
2016-02-26,0,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,0,False
2016-03-01,0,False
2016-03-02,0,False
2016-03-03,0,False
2016-03-04,0,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,0,False
2016-03-08,0,False
2016-03-09,0,False
2016-03-10,0,False
2016-03-11,0,False
2016-03-12,0,False
2016-03-13,0,False
2016-03-14,0,False
2016-03-15,0,False
2016-03-16,0,False
2016-03-17,0,False
2016-03-18,0,False
2016-03-19,0,False
2016-03-20,0,False
2016-03-21,0,False
2016-03-22,0,False
2016-03-23,0,False
2016-03-24,0,False
2016-03-25,0,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,0,False
2016-03-29,0,False
2016-03-30,0,False
2016-03-31,0,False
2016-04-01,0,False
2016-04-02,0,False
2016-04-03,0,False
2016-04-04,0,False
2016-04-05,0,False
2016-04-06,0,False
2016-04-07,0,False
2016-04-08,0,False
2016-04-09,0,False
2016-04-10,0,False
2016-04-11,0,False
2016-04-12,0,False
2016-04-13,0,False
2016-04-14,0,False
2016-04-15,0,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,0,False
2016-04-19,0,False
2016-04-20,0,False
2016-04-21,0,False
2016-04-22,0,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,0,False
2016-04-26,0,False
2016-04-27,0,False
2016-04-28,0,False
2016-04-29,0,False
2016-04-30,0,False
2016-05-01,0,False
2016-05-02,0,False
2016-05-03,0,False
2016-05-04,0,False
2016-05-05,0,False
2016-05-06,0,False
2016-05-07,0,False
2016-05-08,0,False
2016-05-09,0,False
2016-05-10,0,False
2016-05-11,0,False
2016-05-12,0,False
2016-05-13,0,False
2016-05-14,0,False
2016-05-15,0,False
2016-05-16,0,False
2016-05-17,0,False
2016-05-18,0,False
2016-05-19,0,False
2016-05-20,0,False
2016-05-21,0,False
2016-05-22,0,False
2016-05-23,0,False
2016-05-24,0,False
2016-05-25,0,False
2016-05-26,0,False
2016-05-27,0,False
2016-05-28,0,False
2016-05-29,0,False
2016-05-30,0,False
2016-05-31,0,False
2016-06-01,0,False
2016-06-02,0,False
2016-06-03,0,False
2016-06-04,0,False
2016-06-05,0,False
2016-06-06,0,False
2016-06-07,0,False
2016-06-08,0,False
2016-06-09,0,False
2016-06-10,0,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,0,False
2016-06-14,0,False
2016-06-15,0,False
2016-06-16,0,False
2016-06-17,0,False
2016-06-18,0,False
2016-06-19,100,False
2016-06-20,0,False
2016-06-21,0,False
2016-06-22,0,False
2016-06-23,0,False
