date,MSFT,isPartial
2008-12-07,12,False
2008-12-08,37,False
2008-12-09,38,False
2008-12-10,27,False
2008-12-11,31,False
2008-12-12,30,False
2008-12-13,17,False
2008-12-14,11,False
2008-12-15,27,False
2008-12-16,30,False
2008-12-17,35,False
2008-12-18,26,False
2008-12-19,26,False
2008-12-20,17,False
2008-12-21,0,False
2008-12-22,25,False
2008-12-23,23,False
2008-12-24,18,False
2008-12-25,0,False
2008-12-26,17,False
2008-12-27,16,False
2008-12-28,0,False
2008-12-29,26,False
2008-12-30,38,False
2008-12-31,40,False
2009-01-01,0,False
2009-01-02,36,False
2009-01-03,18,False
2009-01-04,14,False
2009-01-05,36,False
2009-01-06,36,False
2009-01-07,33,False
2009-01-08,39,False
2009-01-09,28,False
2009-01-10,16,False
2009-01-11,10,False
2009-01-12,27,False
2009-01-13,31,False
2009-01-14,35,False
2009-01-15,41,False
2009-01-16,31,False
2009-01-17,14,False
2009-01-18,11,False
2009-01-19,16,False
2009-01-20,38,False
2009-01-21,36,False
2009-01-22,100,False
2009-01-23,75,False
2009-01-24,26,False
2009-01-25,19,False
2009-01-26,33,False
2009-01-27,32,False
2009-01-28,28,False
2009-01-29,33,False
2009-01-30,34,False
2009-01-31,15,False
2009-02-01,10,False
2009-02-02,33,False
2009-02-03,29,False
2009-02-04,32,False
2009-02-05,39,False
2009-02-06,37,False
2009-02-07,21,False
2009-02-08,12,False
2009-02-09,29,False
2009-02-10,32,False
2009-02-11,29,False
2009-02-12,27,False
2009-02-13,31,False
2009-02-14,14,False
2009-02-15,13,False
2009-02-16,11,False
2009-02-17,26,False
2009-02-18,24,False
2009-02-19,27,False
2009-02-20,38,False
2009-02-21,10,False
2009-02-22,11,False
2009-02-23,37,False
2009-02-24,46,False
2009-02-25,36,False
2009-02-26,36,False
2009-02-27,36,False
2009-02-28,12,False
2009-03-01,0,False
2009-03-02,36,False
2009-03-03,37,False
2009-03-04,37,False
2009-03-05,38,False
2009-03-06,40,False
2009-03-07,16,False
2009-03-08,12,False
2009-03-09,32,False
2009-03-10,34,False
2009-03-11,34,False
2009-03-12,42,False
2009-03-13,34,False
2009-03-14,0,False
2009-03-15,15,False
2009-03-16,26,False
2009-03-17,30,False
2009-03-18,35,False
2009-03-19,31,False
2009-03-20,25,False
2009-03-21,13,False
2009-03-22,0,False
2009-03-23,41,False
2009-03-24,38,False
2009-03-25,26,False
2009-03-26,26,False
2009-03-27,38,False
2009-03-28,11,False
2009-03-29,9,False
2009-03-30,31,False
2009-03-31,39,False
2009-04-01,36,False
2009-04-02,39,False
2009-04-03,32,False
2009-04-04,19,False
2009-04-05,0,False
2009-04-06,28,False
2009-04-07,28,False
2009-04-08,36,False
2009-04-09,40,False
2009-04-10,30,False
2009-04-11,14,False
2009-04-12,16,False
2009-04-13,31,False
2009-04-14,26,False
2009-04-15,38,False
2009-04-16,27,False
2009-04-17,23,False
2009-04-18,12,False
2009-04-19,0,False
2009-04-20,32,False
2009-04-21,31,False
2009-04-22,33,False
2009-04-23,72,False
2009-04-24,82,False
2009-04-25,20,False
2009-04-26,0,False
2009-04-27,38,False
2009-04-28,31,False
2009-04-29,29,False
2009-04-30,34,False
2009-05-01,35,False
2009-05-02,12,False
2009-05-03,11,False
2009-05-04,31,False
2009-05-05,44,False
2009-05-06,37,False
2009-05-07,29,False
2009-05-08,29,False
2009-05-09,0,False
2009-05-10,0,False
2009-05-11,29,False
2009-05-12,32,False
2009-05-13,32,False
2009-05-14,30,False
2009-05-15,22,False
2009-05-16,13,False
2009-05-17,14,False
2009-05-18,26,False
2009-05-19,32,False
2009-05-20,30,False
2009-05-21,19,False
2009-05-22,25,False
2009-05-23,10,False
2009-05-24,0,False
2009-05-25,8,False
2009-05-26,28,False
2009-05-27,23,False
2009-05-28,25,False
2009-05-29,29,False
2009-05-30,14,False
2009-05-31,11,False
2009-06-01,30,False
2009-06-02,31,False
2009-06-03,25,False
2009-06-04,29,False
2009-06-05,29,False
2009-06-06,11,False
2009-06-07,9,False
2009-06-08,22,False
2009-06-09,28,False
2009-06-10,29,False
2009-06-11,28,False
2009-06-12,33,False
2009-06-13,13,False
2009-06-14,10,False
2009-06-15,27,False
2009-06-16,34,False
2009-06-17,26,False
2009-06-18,24,False
2009-06-19,39,False
2009-06-20,13,False
2009-06-21,15,False
2009-06-22,32,False
2009-06-23,21,False
2009-06-24,22,False
2009-06-25,30,False
2009-06-26,19,False
2009-06-27,9,False
2009-06-28,10,False
2009-06-29,24,False
2009-06-30,21,False
2009-07-01,26,False
2009-07-02,30,False
2009-07-03,11,False
2009-07-04,9,False
2009-07-05,0,False
2009-07-06,22,False
2009-07-07,27,False
2009-07-08,34,False
2009-07-09,30,False
2009-07-10,20,False
2009-07-11,0,False
2009-07-12,0,False
2009-07-13,25,False
2009-07-14,25,False
2009-07-15,26,False
2009-07-16,20,False
2009-07-17,29,False
2009-07-18,11,False
2009-07-19,10,False
2009-07-20,24,False
2009-07-21,23,False
2009-07-22,26,False
2009-07-23,62,False
2009-07-24,84,False
2009-07-25,22,False
2009-07-26,12,False
2009-07-27,31,False
2009-07-28,26,False
2009-07-29,69,False
2009-07-30,44,False
2009-07-31,32,False
2009-08-01,11,False
2009-08-02,9,False
2009-08-03,29,False
2009-08-04,23,False
2009-08-05,24,False
2009-08-06,25,False
2009-08-07,25,False
2009-08-08,9,False
2009-08-09,8,False
2009-08-10,20,False
2009-08-11,19,False
2009-08-12,27,False
2009-08-13,22,False
2009-08-14,20,False
2009-08-15,0,False
2009-08-16,15,False
2009-08-17,24,False
2009-08-18,17,False
2009-08-19,15,False
2009-08-20,17,False
2009-08-21,22,False
2009-08-22,24,False
2009-08-23,0,False
2009-08-24,17,False
2009-08-25,23,False
2009-08-26,19,False
2009-08-27,22,False
2009-08-28,22,False
2009-08-29,9,False
2009-08-30,10,False
2009-08-31,16,False
2009-09-01,19,False
2009-09-02,22,False
2009-09-03,21,False
2009-09-04,19,False
2009-09-05,9,False
2009-09-06,9,False
2009-09-07,8,False
2009-09-08,16,False
2009-09-09,24,False
2009-09-10,19,False
2009-09-11,22,False
2009-09-12,8,False
2009-09-13,0,False
2009-09-14,19,False
2009-09-15,17,False
2009-09-16,19,False
2009-09-17,19,False
2009-09-18,12,False
2009-09-19,11,False
2009-09-20,0,False
2009-09-21,27,False
2009-09-22,21,False
2009-09-23,21,False
2009-09-24,18,False
2009-09-25,18,False
2009-09-26,9,False
2009-09-27,0,False
2009-09-28,18,False
2009-09-29,16,False
2009-09-30,19,False
2009-10-01,22,False
2009-10-02,17,False
2009-10-03,9,False
2009-10-04,7,False
2009-10-05,19,False
2009-10-06,24,False
2009-10-07,20,False
2009-10-08,26,False
2009-10-09,16,False
2009-10-10,11,False
2009-10-11,0,False
2009-10-12,13,False
2009-10-13,20,False
2009-10-14,25,False
2009-10-15,28,False
2009-10-16,24,False
2009-10-17,9,False
2009-10-18,10,False
2009-10-19,24,False
2009-10-20,28,False
2009-10-21,33,False
2009-10-22,44,False
2009-10-23,100,False
2009-10-24,23,False
2009-10-25,16,False
2009-10-26,39,False
2009-10-27,37,False
2009-10-28,21,False
2009-10-29,30,False
2009-10-30,25,False
2009-10-31,14,False
2009-11-01,0,False
2009-11-02,22,False
2009-11-03,23,False
2009-11-04,21,False
2009-11-05,24,False
2009-11-06,23,False
2009-11-07,11,False
2009-11-08,7,False
2009-11-09,21,False
2009-11-10,24,False
2009-11-11,14,False
2009-11-12,21,False
2009-11-13,25,False
2009-11-14,11,False
2009-11-15,8,False
2009-11-16,29,False
2009-11-17,25,False
2009-11-18,25,False
2009-11-19,24,False
2009-11-20,24,False
2009-11-21,15,False
2009-11-22,0,False
2009-11-23,23,False
2009-11-24,18,False
2009-11-25,22,False
2009-11-26,11,False
2009-11-27,10,False
2009-11-28,12,False
2009-11-29,0,False
2009-11-30,16,False
2009-12-01,19,False
2009-12-02,21,False
2009-12-03,19,False
2009-12-04,18,False
2009-12-05,6,False
2009-12-06,0,False
2009-12-07,13,False
2009-12-08,15,False
2009-12-09,18,False
2009-12-10,19,False
2009-12-11,17,False
2009-12-12,7,False
2009-12-13,8,False
2009-12-14,17,False
2009-12-15,19,False
2009-12-16,20,False
2009-12-17,18,False
2009-12-18,15,False
2009-12-19,11,False
2009-12-20,7,False
2009-12-21,14,False
2009-12-22,18,False
2009-12-23,15,False
2009-12-24,23,False
2009-12-25,13,False
2009-12-26,11,False
2009-12-27,8,False
2009-12-28,18,False
2009-12-29,27,False
2009-12-30,25,False
2009-12-31,22,False
2010-01-01,20,False
2010-01-02,17,False
2010-01-03,0,False
2010-01-04,45,False
2010-01-05,38,False
2010-01-06,28,False
2010-01-07,42,False
2010-01-08,42,False
2010-01-09,0,False
2010-01-10,14,False
2010-01-11,25,False
2010-01-12,30,False
2010-01-13,37,False
2010-01-14,39,False
2010-01-15,32,False
2010-01-16,0,False
2010-01-17,0,False
2010-01-18,22,False
2010-01-19,32,False
2010-01-20,42,False
2010-01-21,35,False
2010-01-22,34,False
2010-01-23,24,False
2010-01-24,20,False
2010-01-25,39,False
2010-01-26,57,False
2010-01-27,42,False
2010-01-28,87,False
2010-01-29,94,False
2010-01-30,27,False
2010-01-31,21,False
2010-02-01,34,False
2010-02-02,31,False
2010-02-03,31,False
2010-02-04,39,False
2010-02-05,38,False
2010-02-06,17,False
2010-02-07,0,False
2010-02-08,27,False
2010-02-09,39,False
2010-02-10,35,False
2010-02-11,24,False
2010-02-12,31,False
2010-02-13,15,False
2010-02-14,0,False
2010-02-15,25,False
2010-02-16,34,False
2010-02-17,34,False
2010-02-18,44,False
2010-02-19,40,False
2010-02-20,16,False
2010-02-21,16,False
2010-02-22,34,False
2010-02-23,28,False
2010-02-24,30,False
2010-02-25,22,False
2010-02-26,23,False
2010-02-27,14,False
2010-02-28,13,False
2010-03-01,26,False
2010-03-02,36,False
2010-03-03,15,False
2010-03-04,28,False
2010-03-05,27,False
2010-03-06,0,False
2010-03-07,0,False
2010-03-08,26,False
2010-03-09,28,False
2010-03-10,33,False
2010-03-11,29,False
2010-03-12,24,False
2010-03-13,12,False
2010-03-14,12,False
2010-03-15,27,False
2010-03-16,31,False
2010-03-17,31,False
2010-03-18,22,False
2010-03-19,30,False
2010-03-20,13,False
2010-03-21,0,False
2010-03-22,30,False
2010-03-23,23,False
2010-03-24,29,False
2010-03-25,27,False
2010-03-26,42,False
2010-03-27,0,False
2010-03-28,14,False
2010-03-29,30,False
2010-03-30,36,False
2010-03-31,37,False
2010-04-01,33,False
2010-04-02,29,False
2010-04-03,0,False
2010-04-04,0,False
2010-04-05,35,False
2010-04-06,31,False
2010-04-07,32,False
2010-04-08,36,False
2010-04-09,26,False
2010-04-10,17,False
2010-04-11,0,False
2010-04-12,46,False
2010-04-13,35,False
2010-04-14,49,False
2010-04-15,42,False
2010-04-16,38,False
2010-04-17,21,False
2010-04-18,0,False
2010-04-19,46,False
2010-04-20,42,False
2010-04-21,54,False
2010-04-22,81,False
2010-04-23,100,False
2010-04-24,21,False
2010-04-25,18,False
2010-04-26,52,False
2010-04-27,41,False
2010-04-28,24,False
2010-04-29,47,False
2010-04-30,30,False
2010-05-01,18,False
2010-05-02,0,False
2010-05-03,28,False
2010-05-04,39,False
2010-05-05,33,False
2010-05-06,41,False
2010-05-07,57,False
2010-05-08,21,False
2010-05-09,0,False
2010-05-10,42,False
2010-05-11,39,False
2010-05-12,38,False
2010-05-13,36,False
2010-05-14,25,False
2010-05-15,0,False
2010-05-16,0,False
2010-05-17,24,False
2010-05-18,25,False
2010-05-19,41,False
2010-05-20,39,False
2010-05-21,39,False
2010-05-22,14,False
2010-05-23,23,False
2010-05-24,33,False
2010-05-25,51,False
2010-05-26,66,False
2010-05-27,71,False
2010-05-28,38,False
2010-05-29,17,False
2010-05-30,0,False
2010-05-31,11,False
2010-06-01,41,False
2010-06-02,45,False
2010-06-03,33,False
2010-06-04,41,False
2010-06-05,15,False
2010-06-06,0,False
2010-06-07,33,False
2010-06-08,37,False
2010-06-09,38,False
2010-06-10,29,False
2010-06-11,34,False
2010-06-12,19,False
2010-06-13,16,False
2010-06-14,26,False
2010-06-15,38,False
2010-06-16,43,False
2010-06-17,21,False
2010-06-18,22,False
2010-06-19,0,False
2010-06-20,0,False
2010-06-21,30,False
2010-06-22,36,False
2010-06-23,33,False
2010-06-24,28,False
2010-06-25,19,False
2010-06-26,0,False
2010-06-27,13,False
2010-06-28,26,False
2010-06-29,39,False
2010-06-30,33,False
2010-07-01,38,False
2010-07-02,30,False
2010-07-03,13,False
2010-07-04,0,False
2010-07-05,18,False
2010-07-06,35,False
2010-07-07,35,False
2010-07-08,35,False
2010-07-09,35,False
2010-07-10,13,False
2010-07-11,0,False
2010-07-12,32,False
2010-07-13,43,False
2010-07-14,43,False
2010-07-15,32,False
2010-07-16,34,False
2010-07-17,14,False
2010-07-18,12,False
2010-07-19,29,False
2010-07-20,39,False
2010-07-21,47,False
2010-07-22,100,False
2010-07-23,76,False
2010-07-24,28,False
2010-07-25,13,False
2010-07-26,35,False
2010-07-27,43,False
2010-07-28,33,False
2010-07-29,28,False
2010-07-30,42,False
2010-07-31,15,False
2010-08-01,23,False
2010-08-02,35,False
2010-08-03,31,False
2010-08-04,27,False
2010-08-05,32,False
2010-08-06,33,False
2010-08-07,19,False
2010-08-08,0,False
2010-08-09,27,False
2010-08-10,28,False
2010-08-11,42,False
2010-08-12,40,False
2010-08-13,34,False
2010-08-14,12,False
2010-08-15,11,False
2010-08-16,30,False
2010-08-17,35,False
2010-08-18,24,False
2010-08-19,31,False
2010-08-20,25,False
2010-08-21,14,False
2010-08-22,15,False
2010-08-23,26,False
2010-08-24,28,False
2010-08-25,34,False
2010-08-26,26,False
2010-08-27,34,False
2010-08-28,17,False
2010-08-29,0,False
2010-08-30,29,False
2010-08-31,36,False
2010-09-01,27,False
2010-09-02,31,False
2010-09-03,37,False
2010-09-04,18,False
2010-09-05,13,False
2010-09-06,14,False
2010-09-07,24,False
2010-09-08,36,False
2010-09-09,29,False
2010-09-10,33,False
2010-09-11,0,False
2010-09-12,13,False
2010-09-13,44,False
2010-09-14,44,False
2010-09-15,31,False
2010-09-16,38,False
2010-09-17,31,False
2010-09-18,14,False
2010-09-19,13,False
2010-09-20,34,False
2010-09-21,33,False
2010-09-22,52,False
2010-09-23,35,False
2010-09-24,36,False
2010-09-25,17,False
2010-09-26,10,False
2010-09-27,25,False
2010-09-28,26,False
2010-09-29,25,False
2010-09-30,36,False
2010-10-01,33,False
2010-10-02,23,False
2010-10-03,0,False
2010-10-04,33,False
2010-10-05,41,False
2010-10-06,36,False
2010-10-07,38,False
2010-10-08,43,False
2010-10-09,0,False
2010-10-10,0,False
2010-10-11,39,False
2010-10-12,40,False
2010-10-13,43,False
2010-10-14,45,False
2010-10-15,45,False
2010-10-16,14,False
2010-10-17,11,False
2010-10-18,37,False
2010-10-19,44,False
2010-10-20,44,False
2010-10-21,38,False
2010-10-22,38,False
2010-10-23,11,False
2010-10-24,14,False
2010-10-25,27,False
2010-10-26,39,False
2010-10-27,41,False
2010-10-28,91,False
2010-10-29,91,False
2010-10-30,19,False
2010-10-31,21,False
2010-11-01,51,False
2010-11-02,47,False
2010-11-03,38,False
2010-11-04,54,False
2010-11-05,48,False
2010-11-06,37,False
2010-11-07,35,False
2010-11-08,42,False
2010-11-09,38,False
2010-11-10,28,False
2010-11-11,35,False
2010-11-12,32,False
2010-11-13,21,False
2010-11-14,13,False
2010-11-15,36,False
2010-11-16,39,False
2010-11-17,41,False
2010-11-18,36,False
2010-11-19,27,False
2010-11-20,13,False
2010-11-21,0,False
2010-11-22,25,False
2010-11-23,26,False
2010-11-24,30,False
2010-11-25,11,False
2010-11-26,17,False
2010-11-27,0,False
2010-11-28,0,False
2010-11-29,21,False
2010-11-30,30,False
2010-12-01,34,False
2010-12-02,36,False
2010-12-03,36,False
2010-12-04,14,False
2010-12-05,11,False
2010-12-06,31,False
2010-12-07,37,False
2010-12-08,36,False
2010-12-09,35,False
2010-12-10,43,False
2010-12-11,14,False
2010-12-12,14,False
2010-12-13,28,False
2010-12-14,44,False
2010-12-15,34,False
2010-12-16,30,False
2010-12-17,32,False
2010-12-18,14,False
2010-12-19,12,False
2010-12-20,32,False
2010-12-21,32,False
2010-12-22,31,False
2010-12-23,30,False
2010-12-24,14,False
2010-12-25,14,False
2010-12-26,0,False
2010-12-27,27,False
2010-12-28,33,False
2010-12-29,25,False
2010-12-30,24,False
2010-12-31,23,False
2011-01-01,15,False
2011-01-02,14,False
2011-01-03,28,False
2011-01-04,38,False
2011-01-05,36,False
2011-01-06,37,False
2011-01-07,39,False
2011-01-08,31,False
2011-01-09,14,False
2011-01-10,32,False
2011-01-11,17,False
2011-01-12,35,False
2011-01-13,30,False
2011-01-14,35,False
2011-01-15,11,False
2011-01-16,14,False
2011-01-17,19,False
2011-01-18,30,False
2011-01-19,33,False
2011-01-20,27,False
2011-01-21,27,False
2011-01-22,13,False
2011-01-23,14,False
2011-01-24,30,False
2011-01-25,34,False
2011-01-26,39,False
2011-01-27,61,False
2011-01-28,78,False
2011-01-29,21,False
2011-01-30,14,False
2011-01-31,30,False
2011-02-01,33,False
2011-02-02,31,False
2011-02-03,23,False
2011-02-04,27,False
2011-02-05,15,False
2011-02-06,9,False
2011-02-07,18,False
2011-02-08,31,False
2011-02-09,26,False
2011-02-10,35,False
2011-02-11,49,False
2011-02-12,19,False
2011-02-13,13,False
2011-02-14,35,False
2011-02-15,24,False
2011-02-16,30,False
2011-02-17,29,False
2011-02-18,29,False
2011-02-19,12,False
2011-02-20,10,False
2011-02-21,17,False
2011-02-22,24,False
2011-02-23,21,False
2011-02-24,28,False
2011-02-25,21,False
2011-02-26,9,False
2011-02-27,9,False
2011-02-28,22,False
2011-03-01,30,False
2011-03-02,18,False
2011-03-03,30,False
2011-03-04,29,False
2011-03-05,17,False
2011-03-06,9,False
2011-03-07,20,False
2011-03-08,28,False
2011-03-09,21,False
2011-03-10,17,False
2011-03-11,25,False
2011-03-12,11,False
2011-03-13,0,False
2011-03-14,23,False
2011-03-15,28,False
2011-03-16,30,False
2011-03-17,26,False
2011-03-18,20,False
2011-03-19,9,False
2011-03-20,11,False
2011-03-21,22,False
2011-03-22,21,False
2011-03-23,24,False
2011-03-24,25,False
2011-03-25,25,False
2011-03-26,0,False
2011-03-27,9,False
2011-03-28,22,False
2011-03-29,25,False
2011-03-30,23,False
2011-03-31,24,False
2011-04-01,21,False
2011-04-02,9,False
2011-04-03,10,False
2011-04-04,19,False
2011-04-05,30,False
2011-04-06,18,False
2011-04-07,29,False
2011-04-08,21,False
2011-04-09,12,False
2011-04-10,11,False
2011-04-11,20,False
2011-04-12,21,False
2011-04-13,25,False
2011-04-14,29,False
2011-04-15,20,False
2011-04-16,14,False
2011-04-17,9,False
2011-04-18,29,False
2011-04-19,31,False
2011-04-20,20,False
2011-04-21,35,False
2011-04-22,21,False
2011-04-23,0,False
2011-04-24,12,False
2011-04-25,23,False
2011-04-26,34,False
2011-04-27,33,False
2011-04-28,64,False
2011-04-29,66,False
2011-04-30,28,False
2011-05-01,15,False
2011-05-02,43,False
2011-05-03,34,False
2011-05-04,33,False
2011-05-05,27,False
2011-05-06,30,False
2011-05-07,10,False
2011-05-08,10,False
2011-05-09,21,False
2011-05-10,100,False
2011-05-11,56,False
2011-05-12,31,False
2011-05-13,26,False
2011-05-14,0,False
2011-05-15,10,False
2011-05-16,27,False
2011-05-17,29,False
2011-05-18,24,False
2011-05-19,23,False
2011-05-20,27,False
2011-05-21,10,False
2011-05-22,13,False
2011-05-23,20,False
2011-05-24,29,False
2011-05-25,29,False
2011-05-26,36,False
2011-05-27,29,False
2011-05-28,18,False
2011-05-29,0,False
2011-05-30,12,False
2011-05-31,28,False
2011-06-01,39,False
2011-06-02,32,False
2011-06-03,27,False
2011-06-04,24,False
2011-06-05,10,False
2011-06-06,28,False
2011-06-07,30,False
2011-06-08,29,False
2011-06-09,27,False
2011-06-10,20,False
2011-06-11,0,False
2011-06-12,0,False
2011-06-13,23,False
2011-06-14,24,False
2011-06-15,21,False
2011-06-16,27,False
2011-06-17,19,False
2011-06-18,15,False
2011-06-19,9,False
2011-06-20,22,False
2011-06-21,30,False
2011-06-22,26,False
2011-06-23,23,False
